product_id,date_posted,review_title,review_text
66228,"Posted on Mar 31, 2024",,"""My apologies for the confusion. Here's a revised version:

I've been using Petal Fresh for the past 2 years. Definitely a product I'd recommend for anyone looking to enhance their hair's softness and enjoy a refreshing scent, I would suggest the papaya smell though, it’s the best so far"
66228,"Posted on Aug 2, 2024",Reasonably priced,This one is very reasonaly priced given the size. Love the scent and texture.  I love the quality of the packaging.  Does not dry out my hair.
66228,"Posted on Jun 15, 2024",Gentle Shampoo ,I feel this shampoo is gentle enough to use every day for colored hair. My hair feels clean after using this and doesn't feel like it is stripping the color away. The scent is mild and not overpowering either.
66228,"Posted on May 19, 2024",Shampoo ,"Good scent and useful and size is great and packaging also 
It benefits gooood 
Quality amazing 
Good for sensitive skin 
Gentle on body 
Feels good while showering "
66228,"Posted on Apr 17, 2024",Great shampoo,Have been using petal fresh brand for a long time. First time trying the color protection shampoo. It's a great natural shampoo for color treated hair
66228,"Posted on Mar 12, 2024",Great scent!!,"This shampoo smells so good, like a sweet berry smoothie.  It lathers well and keeps my red coloring looking bright. It’s a good size for the money.  The packaging is good, easy to squeeze bottle."
61837,"Posted on Mar 11, 2024",The only tea bags I will buy,I use loose tea at home but for travel I buy bags and Rishi are the ones that I prefer. This Jasmine tea is delicious with that lovely jasmine scent that some of us tea drinkers adore and the light caffeine is the needed boost.  Rishi tea  quality is high and the price/quantity here at iHerb are the best I've found.  Highly recommend. 
61837,"Posted on Nov 28, 2023",Great quality green tea ,I love Rishi teas. This green tea will give you a boost of energy. It contains caffeine but less then a cup of coffee. Green teas are also known for their antioxidant properties. One sachet serves two cups. The ingredients of Rishi teas are always of a good quality. I recommend trying all of their tea flavors.
61837,"Posted on Nov 16, 2023",Great green jasmin tea with no toxic tea bags,"Great green jasmin tea with no toxic tea bags. I recently discovered this brand and fell in love with it. They have really good non toxic packaging and quality organic ingredients. Love the taste also, I usually enjoy green tea no later than 2 pm so it doesn't disturb my sleep schedule"
61837,"Posted on Sep 26, 2024",Simply the best Green Jasmine Tea,"Very refreshing and enjoyable tea. I always buy this. 
Just rarely you get a tea bag that tears as glued to the wrapper. 
I am bemused at the size of the envelope and the box which are large. "
61837,"Posted on Jul 5, 2024",Favorite Bagged Jasmine Green Tea,Rishi jasmine tea is my favorite jasmine green tea that is bagged for convenience. It features a delicate floral aroma and taste against a light classic backdrop of green tea. Definitely do not oversteep. I would imagine that this tasteful box would make a nice little gift. 
61837,"Posted on Jan 19, 2024",Flavorful Jasmine Tea,"Rishi Tea products are quality, this particular one, Jasmine is one of our favorites to brew. It’s got a lot flavor and we enjoy this tea on a regular basis. Taste great, we drink with no sweetness sometimes but also really enjoy it with honey. "
61837,"Posted on Jan 8, 2024",,"Thank you very much for this product, it suited me, I like the packaging, comfortable and stylish, I will order more of these products, and recommend them to all my friends and relatives! good!!
"
61837,"Posted on Dec 11, 2023",Wonderful scent of jasmine,"Our go-to for an enjoyable smooth cup of tea!  Full leaf tea is good for two large cups of good taste.  Perhaps a bit expensive,  but worth it for the quality in the common grocery store like places."
61837,"Posted on Jun 25, 2024",Not My Favorite But I like the Brand,"I like Rishi Tea bags but this Jasmine taste didn't appeal to me.   The sachets are nicely made and I will continue to use this brand, but for my tastebuds, these ingredients or blend with green tea did not work. I will finish the box and add some lemon to distract from  what flavor is not my favorite."
61837,"Posted on Sep 3, 2024",,"Love this aromatic tea. I usually drink the regular green tea in the morning, and this Jasmine version in the afternoon. The scent and flavor are a light, beautiful floral. This is a great pick me up in the middle of the day."
119553,"Posted on Sep 17, 2024",Quality ,"The product excels in quality, with premium craftsmanship and attention to detail. Its ingredients are responsibly sourced and of high quality, ensuring safety and effectiveness. The size is practical, offering the right amount for daily use without taking up too much space. The dosage is clearly outlined and easy to manage, making it simple to integrate into a routine. The benefits are impressive, delivering noticeable improvements and enhancing overall well-being. Finally, the taste is pleasant and satisfying, making it enjoyable to use regularly."
119553,"Posted on Sep 23, 2024",,"I liked this product , i recommend to give it a try. The ingredient is very beneficial for workout. It had numerous benefits which there in nutrition fact table. The quality of the product is good and serving size is perfect. 
It is good value of money , i would buy it again."
119553,"Posted on Sep 18, 2024",Great,"These pills are the skinnier versions of the normal large gel caps most supplements come in these days. It makes it a bit easier to swallow and with a 60 day supply and a good concentration, it makes it worth the try if you're interested in Tongkat Ali! Do follow the instructions if you have a sensitive stomach and take before a meal!"
119553,"Posted on Sep 6, 2024",great,"So I'm 34 and I didnt expect to have such a drastic difference while taking this product. My beard, eye lashes etc are all thicker than before. My energy levels have literally tripled. I go on walks nowadays and I noticed my legs dont burn anymore after a 4hr nature walk. I've read the peer reviewed studies on this product and in my opinion, it genuinely works."
119553,"Posted on Jun 24, 2024","Powerful Longjack Tongkat Ali Supplement: High Quality, Potent, and Effective!","I've been taking this Longjack Tongkat Ali supplement for several weeks and I couldn't be happier! The packaging is professional and secure, keeping the capsules fresh and easy to access. The effects are remarkable; I’ve experienced a significant boost in energy and stamina. The potency is just right, providing a robust and effective dose. The quality is exceptional, with premium ingredients that ensure I’m getting the best. The capsules are a manageable size, making them easy to take daily. Overall, this supplement has exceeded all my expectations in terms of quality and effectiveness!"
119553,"Posted on Sep 29, 2024",Nice,"""The packaging is outstanding, providing great protection and a premium feel. It ensures the product arrives in perfect condition. Be sure to check out the product details for added benefits."""
119553,"Posted on Sep 12, 2024",Tongkat Ali ,"It works great and lives up to its promise, I’ve noticed significant boost in energy levels and stamina, making a positive impact on my overall well-being!"
119553,"Posted on Sep 11, 2024",Excellent,"I really like it, there's no after taste, the size of the pills is good,
the ingredients are quality , 
easy to swallow
a lot more energy than what I would normally Great purchase and I for sure will be buying this again."
119553,"Posted on Aug 30, 2024",,Very quality product.I use one capsules daily and benefits is really good.Dosage is high then normal.Size of capsules are easy to take.Taste is neutral.Pure natural ingredient.
119553,"Posted on Aug 25, 2024",Tongkat Ali,Have not try it yet but I was pretty happy with the description. It was pretty close to my current stock that I have used for 5 years which they do not carry the stock anymore. I am pretty happy with new alternative but yet to try the effectiveness. 
127804,"Posted on Jun 12, 2024",If you love herbal teas I recommend trying it ,I’d say it doesn’t have a common taste of tea that most people are used to like black or green teas. If you’re into herbal teas I recommend trying this one. I enjoy it with a bit of honey. The quality and ingredients of Rishi teas are great
127804,"Posted on Feb 16, 2024",Wow so good,"I love Rishi tea and have been drinking the Turmeric Ginger for years. I'd never heard of ""mountain tea"" before. It just arrived and I steeped some. It's fantastic- mild but flavorful. It's well balanced so not too spicy with ginger nor too earthy with oregano. It's perfectly blended and a new favorite."
127804,"Posted on Dec 3, 2023",Love this tea,This tea tastes great. I love it in a morning or at night or any time pretty much. I think this tea is my favorite this fall/winter season. This tea does not have any flavors added unlike some other rishi teas. The tea is herbal and very pleasant to drink but might not be everyone's cup of tea. I will buy this again. 
127804,"Posted on Nov 11, 2023",Sweet and Savory Warming Tea ,"I’ve enjoyed many of the different varieties of Reishi teas and decided to try out this one for the first time recently. This one is pleasantly different than the other Reishi teas. I’ve not had a tea with oregano in it before but it is surprisingly good when combined with the medley of other flavors including ginger, chamomile and licorice. I’m not exactly sure what flavor the Greek Mountain tea adds to the mix but overall I really enjoyed the taste and flavor of this tea. It is warming and satisfying and I will reorder again! "
127804,"Posted on Jan 28, 2024",Soothing and healing,"At first it just seems very ""oregano""-y! Not a flavor we are used to drinking. But my body seemed to really desire it and so it was no trouble to drink. I have used oregano oil capsules extensively in the past so know how therapeutic it is. Give it a try!"
127804,"Posted on Dec 8, 2023",Greek mountain Tea,"This tea has incredible flavor quality is 100 % organic .The  ingredients are top notch.
I got this tea to help with inflammation and it is working wonders.
"
127804,"Posted on Jun 30, 2024",It is good.,"The tea is good, as all Rishi are, but honestly, I expected a little bit more."
127804,"Posted on Sep 26, 2024",Rich taste,This tea has rich taste and pleasant scent. I can recommend this.
127804,"Posted on Sep 1, 2024",Worth buying!,"Best tea, very original taste, so happy I found it."
127804,"Posted on Jun 27, 2024",최고!,"High quality packaging, excellent brand, good ingredients, nice price, as well as the result!"
99372,"Posted on Sep 16, 2024","Yeouth, Day/Night Cream, 60ml","
I have been using Yeouth, Day/Night Cream, 60ml for more then 11 years, the quality is Magnificent,  it's make me like younger,  skin more reliance, the benefit was amazing even for people who have sensitive skin to locked moisture in the skin, face was hydrated & look reliance. It reduced dry skin, it's gentle on our skin & keep our skin moisturize all day long, reduced wrinkles, the scent was amazing, it's not sticky after applied  on face. It's moisturized face, look more pump, younger, shine & wrinkles free. it can be use morning and night. 60ml is value size can use very long period of time, usually I bought the 120ml but too bad this round out of stock for 120ml so I had bought the 60 ml. I would recommend most of my family & friends."
99372,"Posted on Jul 12, 2024",I like it so much,"Good scent, easy to use, good quality, big size, it's help on my age aging problem, the packaging is just nice, I really benefit from this cream, it's very moisturize my skin, the texture is so smooth, it's suitable for sensitive skin, it's suitable for all season used "
99372,"Posted on May 6, 2024",Absorbs instantly without greasy or sticky feeling.,"I tried a sample size of the cream. There is not much scent. First impression of the cream is, it absorbs instantly. There is no greasy or sticky feeling with is a plus but i didn't use it long enough to see results. I might repurchase if there is a substantial discount given. If you find my review helpful, please give a like."
99372,"Posted on Oct 8, 2024",,"The size and package are good.
Age appropriate for adults. 
Quality product.
The product composition benefited my skin. 
Suitable for for sensitive skin, and gives a moisturizing sense. 
I use it in my daily routine. 
There’s no scent to the product. 
I liked it and I will buy it again."
99372,"Posted on Oct 8, 2024",Rosacea approved!,"I've used a few moisturizers, I have an oily sensitive skin, but I seem to have benefited the most from this one! it doesn't irritate me leave me oily. It moisturizes me in every season and I love the composition of beneficial anti aging ingredients. Texture is creamy but not heavy. I give it 9/10! Rosacea approved! "
99372,"Posted on Oct 3, 2024",,"overall, I'm quite satisfied with the experience. The ordering process was simple, and the delivery was faster than expected. The product arrived well-packaged and in perfect condition. It matches the description provided online, and the quality is just as good, if not better, than I anticipated. I’ve been using it for a while now, and it works as advertised.  Overall, I’d definitely recommend it!"
99372,"Posted on Sep 29, 2024",Good cream!,"The face cream for day and night use is a great all-in-one product. It provides lasting hydration without being too heavy for daytime wear or too light for nighttime repair. The texture is smooth and absorbs quickly, leaving the skin soft and moisturized. After regular use, I noticed my skin feeling balanced and looking healthier overall. It’s convenient to use both day and night, making it perfect for a simplified skincare routine."
99372,"Posted on Sep 23, 2024",V good ,"I recently incorporated the Day Night Youth Cream into my skincare routine, and I have been absolutely delighted with the results. This cream has quickly become a standout product in my regimen, delivering exceptional anti-aging benefits that have left my skin looking radiant and youthful.

The luxurious texture of the cream feels rich and nourishing on the skin, providing deep hydration and rejuvenation. I have noticed a significant improvement in the firmness and elasticity of my skin since using this cream regularly.

The Day Night Youth Cream has helped to diminish the appearance of fine lines and wrinkles, giving my skin a smoother and more youthful complexion. I appreciate that the cream is gentle yet effective, suitable for both day and night use without causing any irritation.

Overall, I highly recommend the Day Night Youth Cream to anyone looking to combat the signs of aging and achieve a more youthful appearance. It has become a must-have product in my skincare arsenal, and I will continue to enjoy its rejuvenating benefits. Thank you for offering such a high-quality and effective anti-aging cream."
99372,"Posted on Jul 31, 2024",Wow,"I recently tried the new Radiant Glow face cream, and overall, it's quite impressive. The size of the jar is generous, offering a good amount of product that should last a while. The packaging is sleek and modern, with a clean design that looks elegant on any vanity. 

In terms of quality, the cream is rich and hydrating without being greasy. It absorbs quickly into the skin, leaving it feeling soft and smooth. The scent is subtle and pleasant, adding a touch of luxury to the daily routine without being overpowering. 

The cream is easy to use, and a little goes a long way. After a few weeks of use, my skin feels more nourished and radiant. This face cream is a great addition to any skincare regimen, offering both efficacy and a bit of indulgence."
99372,"Posted on Jul 31, 2024",Revitalized Skin with YEOUTH Day/Night Cream,"I'm absolutely loving the YEOUTH Day/Night Cream! My skin feels noticeably softer and smoother since I started using it. I can see a visible improvement in the appearance of fine lines, and my skin just looks more radiant overall. The cream absorbs quickly and leaves my skin feeling hydrated without being greasy."
81484,"Posted on Sep 16, 2024","Yeouth, Day/Night Cream, 60ml","
I have been using Yeouth, Day/Night Cream, 60ml for more then 11 years, the quality is Magnificent,  it's make me like younger,  skin more reliance, the benefit was amazing even for people who have sensitive skin to locked moisture in the skin, face was hydrated & look reliance. It reduced dry skin, it's gentle on our skin & keep our skin moisturize all day long, reduced wrinkles, the scent was amazing, it's not sticky after applied  on face. It's moisturized face, look more pump, younger, shine & wrinkles free. it can be use morning and night. 60ml is value size can use very long period of time, usually I bought the 120ml but too bad this round out of stock for 120ml so I had bought the 60 ml. I would recommend most of my family & friends."
81484,"Posted on Jul 12, 2024",I like it so much,"Good scent, easy to use, good quality, big size, it's help on my age aging problem, the packaging is just nice, I really benefit from this cream, it's very moisturize my skin, the texture is so smooth, it's suitable for sensitive skin, it's suitable for all season used "
81484,"Posted on May 6, 2024",Absorbs instantly without greasy or sticky feeling.,"I tried a sample size of the cream. There is not much scent. First impression of the cream is, it absorbs instantly. There is no greasy or sticky feeling with is a plus but i didn't use it long enough to see results. I might repurchase if there is a substantial discount given. If you find my review helpful, please give a like."
81484,"Posted on Oct 8, 2024",,"The size and package are good.
Age appropriate for adults. 
Quality product.
The product composition benefited my skin. 
Suitable for for sensitive skin, and gives a moisturizing sense. 
I use it in my daily routine. 
There’s no scent to the product. 
I liked it and I will buy it again."
81484,"Posted on Oct 8, 2024",Rosacea approved!,"I've used a few moisturizers, I have an oily sensitive skin, but I seem to have benefited the most from this one! it doesn't irritate me leave me oily. It moisturizes me in every season and I love the composition of beneficial anti aging ingredients. Texture is creamy but not heavy. I give it 9/10! Rosacea approved! "
81484,"Posted on Oct 3, 2024",,"overall, I'm quite satisfied with the experience. The ordering process was simple, and the delivery was faster than expected. The product arrived well-packaged and in perfect condition. It matches the description provided online, and the quality is just as good, if not better, than I anticipated. I’ve been using it for a while now, and it works as advertised.  Overall, I’d definitely recommend it!"
81484,"Posted on Sep 29, 2024",Good cream!,"The face cream for day and night use is a great all-in-one product. It provides lasting hydration without being too heavy for daytime wear or too light for nighttime repair. The texture is smooth and absorbs quickly, leaving the skin soft and moisturized. After regular use, I noticed my skin feeling balanced and looking healthier overall. It’s convenient to use both day and night, making it perfect for a simplified skincare routine."
81484,"Posted on Sep 23, 2024",V good ,"I recently incorporated the Day Night Youth Cream into my skincare routine, and I have been absolutely delighted with the results. This cream has quickly become a standout product in my regimen, delivering exceptional anti-aging benefits that have left my skin looking radiant and youthful.

The luxurious texture of the cream feels rich and nourishing on the skin, providing deep hydration and rejuvenation. I have noticed a significant improvement in the firmness and elasticity of my skin since using this cream regularly.

The Day Night Youth Cream has helped to diminish the appearance of fine lines and wrinkles, giving my skin a smoother and more youthful complexion. I appreciate that the cream is gentle yet effective, suitable for both day and night use without causing any irritation.

Overall, I highly recommend the Day Night Youth Cream to anyone looking to combat the signs of aging and achieve a more youthful appearance. It has become a must-have product in my skincare arsenal, and I will continue to enjoy its rejuvenating benefits. Thank you for offering such a high-quality and effective anti-aging cream."
81484,"Posted on Jul 31, 2024",Wow,"I recently tried the new Radiant Glow face cream, and overall, it's quite impressive. The size of the jar is generous, offering a good amount of product that should last a while. The packaging is sleek and modern, with a clean design that looks elegant on any vanity. 

In terms of quality, the cream is rich and hydrating without being greasy. It absorbs quickly into the skin, leaving it feeling soft and smooth. The scent is subtle and pleasant, adding a touch of luxury to the daily routine without being overpowering. 

The cream is easy to use, and a little goes a long way. After a few weeks of use, my skin feels more nourished and radiant. This face cream is a great addition to any skincare regimen, offering both efficacy and a bit of indulgence."
81484,"Posted on Jul 31, 2024",Revitalized Skin with YEOUTH Day/Night Cream,"I'm absolutely loving the YEOUTH Day/Night Cream! My skin feels noticeably softer and smoother since I started using it. I can see a visible improvement in the appearance of fine lines, and my skin just looks more radiant overall. The cream absorbs quickly and leaves my skin feeling hydrated without being greasy."
81495,"Posted on Feb 13, 2024",Fabulous!,"I have used another brand that was a 40% peel, multiple times and it really did nothing other that burn while on my skin. This peel only burned when I first applied it, and it left my skin looking amazing afterward and the next day I actually have a little peeling in some areas. Hooked!"
81495,"Posted on Feb 11, 2024",perfect.,This was my first time using a chemical peel and I really like this particular one. The quality is good and its a gentle serum. The glycolic acid peel leaves my skin looking fresh and rejuvenated. It also helped clear up some acne I had on my chin. It’s not harsh and didn’t irritate my skin. It’s a good size bottle. The peel has no scent. It comes wrapped up really well in the shipping package. I recommend this product. U need to apply a thick moisturizer after this serum. 
81495,"Posted on Oct 1, 2024",I lobeeee ittttt,I loveeee ittttttt very wellllllllllllllll I loveeee ittttttt very wellllllllllllllllwowwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww wwwowo wow wow wow niceeeeeeeeeeee I loveeee ittttttt very wellllllllllllllll I loveeee ittttttt very wellllllllllllllllwowwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww wwwowo wow wow wow niceeeeeeeeeeee I loveeee ittttttt very wellllllllllllllll I loveeee ittttttt very wellllllllllllllllwowwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww wwwowo wow wow wow niceeeeeeeeeeee I loveeee ittttttt very wellllllllllllllll I loveeee ittttttt very wellllllllllllllllwowwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww wwwowo wow wow wow niceeeeeeeeeeee I loveeee ittttttt very wellllllllllllllll I loveeee ittttttt very wellllllllllllllllwowwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww wwwowo wow wow wow niceeeeeeeeeeee I loveeee ittttttt very wellllllllllllllll I loveeee ittttttt very wellllllllllllllllwowwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww wwwowo wow wow wow niceeeeeeeeeeee 
81495,"Posted on Sep 29, 2024",Amazing product ,Bought a smaller size first to use and see benefits and I feel in love. Packaging is good and no strong scent . My aging like a finer. I have very sensitive skin so I leave it on my skin for 5mins. I don’t use it too frequently only once every 4-6 weeks. Quality is good but use a gentle moisturizer after using the peel.
81495,"Posted on Apr 4, 2024",great little thing,"I like to use it max of twice per week.
the size is cute and I prefer the sample size to begin with.
my skin isnt sensitive so I'm dealing just fine with it, quite gentle on me.
I like the quality overall and the package size! Hope to see benefits soon.
"
81495,"Posted on Feb 13, 2024",,"This is an amazing glycolic acid peel with 30% potency. It is a mini size of 5ml for me to try. It has a very mild subtle green tea scent. As I have very oily skin, the tendency of having clogged congested pores are high. Thus using this mini home peel seem good for clearing my congested pores and also reducing blackheads and whiteheads from forming. It brightens the skin a bit. It exfoliates and smooths the rough skin as it takes away dead surface skin cells. After the peel, the face will look clearer and glowing, I would use my gentle hydrating moisturizer as the skin can be sensitive to anything that is acidic like vitamin c serum or retin A. Will always remember to use sunscreen for the next few days. I would use a timer and leave the peel for about 3-5 min before I wash it off."
81495,"Posted on Nov 12, 2023",Great ,"It doesn’t have any scent, I feel like it should be a little bigger for the size, it is a small package. I have a sensitive skin and i used it i feel a small “burn” in my face. Definitely it’s for bigger ages (30-40++) I don’t think it’s gentle but it’s great for my mom "
81495,"Posted on Sep 23, 2024",IMPORTANT. PLEASE READ THIS REVIEW BEFORE USING THIS! ,"This is a VERY STRONG AHA peel. USE WITH CAUTION. This is a quality product but by no means is suitable/gentle to sensitive skin. The size should last a long time if you use it with care. Read caution below:
The first time after I used it, my skin felt smooth and bright. Then I got greedy and tried using it once every week and my skin bled because I broke the skin barrier for using it too often and left it on for too long. Please have a high pH solution next to you and clean your face with it after this peel to neutralize the pH. Addition, this product has a pump so it is possible to accidentally get it in your eye! BE CAREFUL, donot get too close to it when you're pumping out the liquid. Remember: LESS IS MORE. 
Please give this review a like so people can see it as it may help people from hrting themselves.
That's all, thanks. "
81495,"Posted on May 30, 2024",Definitely works,Not sure where some reviews are coming from when they say this doesn't work. I'm no stranger to peels and you can feel this one working within the first few seconds of applying it. Left in on for the recommended time and then flushed with cool water. If you're super sensitive or new to face peels you may need a neutralizer solution.
81495,"Posted on Apr 3, 2024",surprising,"I purchased the trial size to try this product, I have used a lot of things on my skin and this is the only serum that gave me visible results in just 5 uses, I loved it and would repurchase it now. Great quality and no scent. It has lightened my face a lot, but one must be careful when using it because it can leave burns if used incorrectly "
136931,"Posted on Apr 7, 2024","Good Camp ""Shower""",These sheets are really large and stay wet so there is plenty of product for your entire body. I personally love using these to freshen up while camping when showers are hard to find. The scent isn't my favorite (it smells a bit too masculine for me) but the scent dissipates pretty quickly after use just leaving you feeling fresh and clean.
136931,"Posted on Aug 25, 2024",Good ,Nice scent and smell like fresh size very good package perfect 
136931,"Posted on Jul 26, 2024",,"Perfect for traveling, like for teenager on a trip with school, where there is not possibility for shower."
136931,"Posted on Jun 11, 2024",I love these ,"I love these shower sheets, very convenient for traveling and gentle on the skin"
136931,"Posted on Jul 13, 2024",,"Great product, perfect size, use it everyday after the gym."
136931,"Posted on Sep 2, 2024",The best find,"I was looking for a dry shower to take on a nine-day hike in the mountains. This is a real find! I will buy more! Good composition, large canvas, which is enough for the whole body. The smell is natural, but very intense. In my case, it was not a minus. The packaging is small, like a coffee frip. After such a shower, you feel a light moisture and no residue on the body. "
136931,"Posted on Jul 2, 2024",amazing,"I used it when traveling to wash my body without showering. It works, but for me, I had to use soap and water. I used it while shopping, and when I returned to the hotel, I had to shower before going to sleep."
82234,"Posted on May 7, 2024",Great serum,"This is a really great quality ingredient product by Yeouth. The size of the package is perfect for daily use and fits in a pocket. Nice scent and composition. I see many benefits from using it, my skin is more gentle and healthy.
Thank you iherb for providing great quality supplements for good price."
82234,"Posted on Sep 30, 2024",It smells wonderful,"It smells wonderful for those who like herbal scents. A little clove. It's pleasant for me, although I like fragrance-free cosmetics even more. Honestly, I used this serum very little, somehow my evening never came out like that. Because - probably because of its strong smell - it is recommended for the night. It's an extremely small amount anyway, I bought it as part of the try it program."
82234,"Posted on Sep 1, 2024",Anti Aging Super Serum,"It's a great price point and excellent quality. It does exactly what is supposed to do. Take it as recommended and in 30 to 45 days you will experience the results. The best supplements act over time and you need to take the time for it to be effective. The ingredients appear to be as stated, The supplement size is easy to take with water. I have found iHerb to have the best price and quality. Shipping is quick and as advertised."
82234,"Posted on Aug 29, 2024",Another great skin care product,"I love the scent and the way it glides on my skin, I feel a difference and can see it after using it for awhile.  I feel the quality is inline with better known brands and I would recommend it to anyone who wants to try it.  I have sensitive skin and not one irritation has popped up."
82234,"Posted on Jul 8, 2024",Young again.,"Here’s a friendly review based on the provided description:

---

I've been using the YEOUTH Anti-Aging Super Serum, and it has made a significant difference in my skin. This serum is packed with Vitamin C & E, hyaluronic acid, and ferulic acid, which target signs of aging like fine lines, wrinkles, free radical damage, and collagen loss. My complexion looks brighter and more vibrant, and my skin feels intensely hydrated, soft, and plump. The antioxidant protection helps fortify my skin and guard against photoaging. I love that YEOUTH products are engineered to work together, enhancing effectiveness for dramatically visible results. Using this serum has really boosted my confidence in my skin's appearance. Highly recommend it for anyone looking to combat aging signs and achieve a healthy glow!

"
82234,"Posted on Jul 5, 2024",Loved this product,"I have used the trial size and it has really made my skin look way more beautiful. I literally woke up with tighter and prettier skin when I used it. I liked the ingredient composition and the scent was a bit weird, reminded of citric acid, however it was okay."
82234,"Posted on Jul 2, 2024",I love it,"I love this for my dry skin. I use it in a morning before a makeup. It isn't too oily but keeps away from dryness. It contains Vitamin C and E so hoping to get benefits of anti-aging and Lightning.

the only thing I wasn't big fan of is a bottle. Too thick to come out from a pump."
82234,"Posted on Jun 17, 2024",Great serum,I am a woman of a certain age. I like to change products on my face and neck. I found this serum works well. It offers the benefit to my sensitive skin of reducing wrinkle emphasis. My skin seems smoother with frequent use of this product. I like the quality and feel that the size is fair for the quality and price. I will use again.
82234,"Posted on Jun 12, 2024",Top quality ingredients ,I bought 2 as they were on sale. These are tiny trial size and tiny in package. The benefit was experienced immediately. I put on my face and tops of my hands and the dead skin immediately started rubbing off! No offensive scent. I’ll use them till I run out. 
82234,"Posted on Jun 11, 2024",Works Great!,"This stuff made my skin feel great! 
It is soft and gentle on my skin.
It has a nice scent. 
The packaging is very well made and I liked the spray feature. 
This stuff makes my skin feel young again.
I would use this again and will recommend this to others!"
61843,"Posted on Jul 12, 2024",Organic Blueberry Hibiscus Tea Bags,"I make my own herbal tea blend in a large glass tea jar on my infrared burner. This blueberry hibiscus tea is one of my favorites I add to the blend frequently. It is caffeine free and it adds a very slight sweet taste. It is also very tasty when used on it’s own. The tea is high quality actual tea leaves, not powdery. The tea comes in separate envelopes and in a very elegant silky sachet, not the paper like tea bag, very fancy."
61843,"Posted on Jun 12, 2024",,"good quality, good ingredient, best super food, well packaged. has many benefit for diet. its a great improvement for my health and it has a great taste as well. i love it and will recommend it to all of my friends from all ages. Thanks great super food antioxidant mix"
61843,"Posted on Dec 26, 2023","Expensive, but delicious!","I had never tried this brand before, but even though expensive the ingredients in this tea blend sounded too good to not try. And after trying it I can say they really are that good! I love this tea. It's expensive, but if you are careful to not make your first cup of tea full strength, you can get 2 cups out of the same tea bag. Still delicious at the weaker strength. The tea bags are really unique, in shape and material, and hold up very well to the 2nd use.  The taste is great, really nice with some honey it in too. I think the ingredients are all high quality, I love that it's organic. It's so nice that I would trust other tea blends this company makes too if the ingredients appeal to me. It seems the company has a commitment to quality. "
61843,"Posted on Nov 2, 2023",A Favorite Staple Tea ,"This organic tea is a classic. I pretty much always keep a box of it on hand. I’ve given it as gifts and my friends and family love it too. It’s just that good. The blueberry gives a bit of sweetness to the tartness of the hibiscus. Fruity, tart and full-bodied flavor. "
61843,"Posted on Oct 18, 2023",Delightful Botanical Rishi tea,"We like any tea product from Rishi, but this is particularly delightful. We use our electric kettle and make tea often. This is a great blend of blueberry and hibiscus and very flavorful, comes in tea bag so easy to steep. I use a German Rock Sugar when I can find it but this has a good taste even if you do not sweeten it. I prefer tea sweet but sometimes I do not sweeten my teas. I would suggest this tea, if you are tea lover like we are I think you will enjoy this tea. "
61843,"Posted on Jun 7, 2024",Rishi tea,I love this flavor of Rishi tea. It has the perfect blend of blueberry and Hibiscus. I had difficulty finding at local stores so I was excited to see it was available with IHerb.  
61843,"Posted on Jan 16, 2024",,"Thank you for the wonderful service and quick shipping. Seller packed the item well. And what you ordered is exactly what you received and on time. I highly recommend them.
"
61843,"Posted on Dec 26, 2023",Super tasty,I brought this one and the elderberry and hands down this one is my favorite . I read other reviews and I’m glad I did because they weren’t wrong . 
61843,"Posted on Sep 22, 2024",Not worth the price tag,"I like Rishi green teas, but the herbal teas are not worth the price. They all mostly taste like hibiscus tea. Hibiscus is very inexpensive and can be bought in bulk. The taste of Rishi herbal teas is also pretty weak—more like Choice brand teas, which are much cheaper. I wouldn’t buy Choice’s green tea, but I will continue to buy their herbal teas.
I even like the Numi brand more than Rishi overall. Their green tea is the same quality, but their herbal teas have more flavor and are more distinct from each other. Plus, they are cheaper.
Rishi looks fancier and may look cool in your pantry, but overall it’s a waste of money for their herbal teas. I regret buying them, and I bought every one of their flavors."
61843,"Posted on Sep 9, 2024",Nice flavor complicated packaging,The box is huge and takes a lot of space in a small kitchen. The flavor of the ingredients is nicely fruity and warm. The single packaging of the teabags is complicated even though they say it’s compostable. 
99638,"Posted on Feb 13, 2024",Fabulous!,"I have used another brand that was a 40% peel, multiple times and it really did nothing other that burn while on my skin. This peel only burned when I first applied it, and it left my skin looking amazing afterward and the next day I actually have a little peeling in some areas. Hooked!"
99638,"Posted on Feb 11, 2024",perfect.,This was my first time using a chemical peel and I really like this particular one. The quality is good and its a gentle serum. The glycolic acid peel leaves my skin looking fresh and rejuvenated. It also helped clear up some acne I had on my chin. It’s not harsh and didn’t irritate my skin. It’s a good size bottle. The peel has no scent. It comes wrapped up really well in the shipping package. I recommend this product. U need to apply a thick moisturizer after this serum. 
