Product_name,product_id,User,,Review_title,Review_description,Rating,Dates
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,Maribel,,excellent,"I love this product since I am not a tea drinker, it helps me sleep without the side effects of prescription medications.",5/5,8/13/2024
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,iHerb Customer,,Love it,"Very good product with excellent quality. I've been taking it for some time, every time I feel anxious and I can really feel the difference of anxiety levels and overall stress.",5/5,8/14/2024
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,iHerb Customer,,Excellent for stress,I take every night for restful sleep and whenever I feel anxious.,5/5,8/15/2024
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,iHerb Customer,,Excellent!,"that is excellent product 
good ingredients 
high quality 
thanks iherb alot",5/5,8/16/2024
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,iHerb customer,,Small capsules and easy to swallow,These are a pre night time sleep capsule and they work pretty good providing a sense of calmness and relaxation prior to sleep.  They are worth giving a try in my estimation.,5/4,8/17/2024
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,Titus,,It's a good blend,I liked taking these and have noticed some positive effects on my sleep.,5/4,8/18/2024
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,Christina,,Great!,Like that these are veggie capsules. They help with the stress of the day.,5/5,8/19/2024
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,Byblik,,I like this product,"This product works, but it needs time to kick in",5/4,8/20/2024
"Nature's Truth Calm Caps™ Plus Passion Flower & Chamomile, 90 Quick Release Capsules",644868914,Busymom,,More chill!,I have been buying this product since the pandemic I really enjoy it.,5/5,8/21/2024
"Maxx Herb Passion Flower Extract Stress Relief & Sleep Supplement, 4 Oz",349385013,Joseph,,Relaxing and calming all natural solution,"Similar to my  of the Valerian Root, this Passion Flower extract has become a part of my relaxation and winding down routine at night. Whether directly by mouth or in my evening tea, this liquid extract quickly calms my mind and body. I love taking all natural remedies for getting relaxed and ready to sleep. Anyone interested in natural ways to help them relax should try this Passion Flower extract.",5/5,8/22/2024
"Maxx Herb Passion Flower Extract Stress Relief & Sleep Supplement, 4 Oz",349385013,Diana,,Good help getting to sleep …,"Large container,  will last a while…",5/5,8/23/2024
"Maxx Herb Passion Flower Extract Stress Relief & Sleep Supplement, 4 Oz",349385013,Melanie,,,"This actually works. I felt so happy, clam, and anxiety free.",5/5,8/24/2024
"Maxx Herb Passion Flower Extract Stress Relief & Sleep Supplement, 4 Oz",349385013,Ellyn,,,Great quality and affordaboe price.,5/5,8/25/2024
"Maxx Herb Passion Flower Extract Stress Relief & Sleep Supplement, 4 Oz",349385013,Wazz,,High heart rate,im 63 have insomnia after a neck surgery i only took this 2 days and my heart rates still very high. Not for seniors.,5/1,8/26/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Effective Natural Support for My Girlfriend's Hormonal Balance,"I bought Solaray Female Hormone Blend SP-7C for my girlfriend, and it has made a noticeable difference in her hormonal health. This blend of natural herbs has helped her achieve better balance and stability, which has positively impacted her overall well-being. She's experienced fewer mood swings and more consistent energy levels since starting this supplement.

The veggie capsules are easy for her to take and gentle on her stomach, which she really appreciates. I'm also impressed by the high-quality, natural ingredients in this product. With 180 capsules in the bottle, it's a great value for long-term use.

If you're looking for a natural supplement to support hormonal balance for yourself or a loved one, I highly recommend Solaray Female Hormone Blend SP-7C. It's been an effective and reliable choice for my girlfriend.",5/5,8/27/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,"Solaray, Female Hormone Blend SP-7C, 100 VegCaps","I recently tried Solaray Female Hormone Blend SP-7C, and I'm quite pleased with the results. Each bottle contains 100 vegetarian capsules, making it easy to incorporate into my daily routine. This supplement is formulated with a blend of herbs and nutrients designed to support hormonal balance and overall well-being. I've noticed a positive impact on my mood and energy levels since starting the blend, which is particularly beneficial during times of hormonal fluctuations. The vegetarian capsules are easy to swallow, and the quality of the ingredients seems top-notch. As always, it's a good idea to consult with a healthcare provider before beginning any new supplement, especially if you have specific health concerns. Overall, Solaray Female Hormone Blend SP-7C is a reliable choice for those seeking to support their hormonal health naturally.",5/5,8/28/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Best hormonal blend,"I've been using this for a few years now, one of the best products out there for female hormonal issues. I used to have recurring migraines due to my hormones and taking these have almost completely eradicated them. I can't say it enough how amazing these are. However, if you're trying to conceive do nottttt use them.",5/5,8/29/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,pre menopause relief,I have been taking solaray female hormone blend for over a year. It has helped to regulate emotions and I don't get hot flashes like a lot of my friends. It comes in capsule form. it is easy to take with no nasty taste. It is at a reasonable price for the quantity and it seems to be helping keep menopause at bay. Iherb delivery is quick and reliable so I will continue to order the product in the future.,5/5,8/30/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Helped regulate my irregular cycle,I had irregular cycles for months due to high levels of stress. I also experience severe cystic acne on my face and other areas of the body which is extremely painful and embarrassing at 32 years old. This blend has helped regulate my period again back to 28-30 days instead of 45+ days between periods. Ingredients are legit and well studied. Good quality and good price!,5/5,8/31/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Every woman needs this supplement,"This supplement with all of the ingredients listed has helped me so much as I suspect I am in perimenopause, I have no acne since taking this and my periods are regular with minimal cramping and pains … I highly recommend this product for all of its benefits the size is on the bigger size and I've been only taking half the dosage and notice a huge difference and improvement",5/5,9/1/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Good job!,"I have tried numerous supplements for my full menopausal symptoms. Hot flashes, sweating throughout the day, irritation, headaches, sleepless nights, I have suffered from all! Some supplements make a difference, most do not, for me at least and I am stressing this! This one belongs to the first category, it helps me a lot. It has alleviated my symptoms to the point that there are days when I do not think of them, they do not exist! And that is a lot to say!",5/5,9/2/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Effective,"Helped with hormonal issues, hot flashes, irritability, etc., within a few days of taking. Will definitely continue to take. Only taking 2 a day (dosage is 2 capsules, 3 x per day). May increase to the recommended dose because I still have some issues but wanted to try less in order to save some money.",5/5,9/3/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Ok,I don't find these very strong. I decided to try them after running out of my HARMONY hormone product. The Harmony brand is hella expensive. $120 a month for enough tablets to get through the month. Theyre amazing and work so good but geez who can afford to be healthy these days. The price point on this product is what made me try them. Sometimes you need to spend the extra money to get a product that works. For me this product wasnt it but its worth a try. It might work for you!!,5/3,9/4/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Lack of expected result,"I purchased this supplement based on the following s: ""Many users reported clearer skin, better sleep, and reduced hot flashes"". Unfortunately I didn't notice any of these worked for me. Unfortunately, I didn't see any of that happening to me. Perhaps it's individual, but I was interested in a restful sleep without hot flashes. I took it for two months, no difference between before and after.   Perhaps someone with different expectations would find this product to be a good fit.",5/2,9/5/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Need  Woman Hormone,Its a good product approve by my doctor and for a good price.,5/5,9/6/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Excellent!,Easy to swallow. Reduce menstruation pain and a great energy booster.,5/5,9/7/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,RT4Utopia,,Economical and Effective!,I appreciate getting a larger quantity for a great price!,5/5,9/8/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Bad bad bad,Bad,5/1,9/9/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,KW,,I will buy this product again,Excellent service,5/5,9/10/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,Albous,,Very nice,Very beautiful,5/5,9/11/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Nice,Less periods pain,5/4,9/12/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Ok,might help a bit,5/3,9/13/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Excellent!,Keep my hormone in check,5/5,9/14/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Noticeable difference!,"I have only been taking this for about a week but almost immediately felt a noticeable improvement with some hormonal symptoms that have been bothering me. I have been taking only 2 per day while the bottle recommends 2 capsules, 3 x per day and it it still very effective. Hoping it will help with cycle issues as I continue to take it. Will have to wait and see, but I plan to continue taking it indefinitely just for the benefits I've already experienced. Highly recommend.",5/5,9/15/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,"Less menstrual cramps, I think?","I have been taking 6 capsules a day and I noticed that I have less period pain now. I have now begun taking 3 capsules a day because it is getting costly. I cannot say for sure if it is the product that has improved my period pain or that my period symptoms have improved on its own. All I can say is, there is less pain, so I am guessing it has done something beneficial for my hormonal imbalance. Even if it hasn't, the ingredients are still beneficial to consume.",5/4,9/16/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,Crystal,,Solaray Female Hormone Blend,"I stopped taking birth control a few months ago after many years of being on it. I've been experiencing something called Post birth control syndrome. I was told this could last anywhere from 3 to 6 months, possibly a year. I read about this product and decided to try it and see if it would help with my symptoms. I only take on a day for now, and it's been helping a little. So far, I'm satisfied with this supplement. I think it's worth trying. I live in Toronto, and iherb has so much more selection on supplements at good pricing. The only problem is that you have to make sure that you know you are going to be home when you order to make sure you receive you're package in hand or else depending on your area, it's going to be stolen. unfortunately, they do not deliver through Canada Post, which means that if you are not home, they leave your package wherever they want, could be left in the building hallways, or sitting in the lobby.",5/5,9/17/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Causes cysts,"I would not recommend this to anyone, this causes cysts. After 2 weeks I could feel pain in my ovaries and liver area and felt bloated. I could feel something was not right. Although it helped tremendously with hormonal insomnia.",5/2,9/18/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Magic!,I am taking one pill per day and it took a few days to really sink in. My menopause symptoms have completely vanished including urgent bladder and hot flashes. This stuff is amazing!,5/5,9/19/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Hurt my stomach,"I read the s before buying and i am glad the product works well for so many, but i did not have success, especially regarding my stomach. A lot of pain. Not for me.",5/1,9/20/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Great,"I've been using the Solaray Hormone Blend for a few months now, and the results have been truly impressive. As someone who has struggled with hormonal imbalances for years, finding a supplement that actually works has been a game-changer for me.",5/5,9/21/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Excellent!,"hi i find this product very good as in the sence easy to take , no after taste , and does what its made for getting the body back in line for living life to the max.",5/5,9/22/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Bought this because of the Ingredient List,"Too early to tell if this works for me, but was happy with the ingredient list so I figured worth a try. I don't find there is any taste and easy to incorporate into my routine.",5/5,9/23/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,SupplementsWork,,Not so hot anymore!,"High quality supplement!  The size (dosage) of the capsule is easy to swallow.  The benefits of it  - better attitude, less hot flashes, and simply better to be around using this!  There's no taste.  The mixture of ingredients is very helpful.",5/5,9/24/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Highly recommend,"Got this for my daughter, a year after baby and her hormones all over the place it's really helped her…  calmed her hot flushes, sorting out painful periods, making her regular, feeling overall better ??",5/5,9/25/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Good,"Highly effective supplement! Noticed improvements quickly, easy to take, and the ingredients feel clean and high quality. Great value for the price—definitely recommend!",5/5,9/26/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Big difference!,I started taking this due to the problems i faced after my hysterectomy. Frozen sholder is on of the issues and this has stopped the pain along with the other problems i experienced.,5/5,9/27/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Great,"Great supplement! My progesterone was low so I had irregular and painful periods. To fix it I take those caps in my luteal phase. 
To avoid pms pain I take evening primrose oil.",5/5,9/28/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,"Seeing results in about a month, would recommend them","I have been on this formula for almost a month now. I rotate these between another supplements and take them every other day. I am certainly seeing the benefits on many fronts. The acne situation on my chin has improved. My period cramps have also gotten much less painful. I have looked up the ingredients beforehand and found them convincing. Though it is an herbal solution, it does taste just like a normal supplement.",5/5,9/29/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Excellent!,"Female Hormone Blend SP-7C has become a supportive ally in navigating hormonal balance. The blend of herbs and nutrients caters to women's specific needs, offering a holistic quality approach to hormonal health. I've noticed a positive impact benefit on my menstrual cycle and overall well-being since incorporating this supplement into my routine. The carefully selected ingredients contribute to a sense of balance without causing unwanted side effects. While individual responses may vary, Female Hormone Blend SP-7C stands out as a natural and effective option for those seeking support in managing hormonal fluctuations and promoting a more harmonious well-being.",5/5,9/30/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,This actually helps!!!,"I have been having perimenopause symptoms for a year now and have tried a few other brands of vitamins/blends to assist, until I found this one! I am now 6 months in and  have STOPPED having hot flashes, my joints don't ache nearly as much and I am less snappy… so it's a definite yes from me!! Give it a try, what have you got to lose ?",5/5,10/1/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Female hormone blend,"This product is helping so much! I am 45 years old and i've been taking this product for around six months. I had tried others, but didn't see any results. I have felt the symptoms of perimenopause, like  having trouble sleeping, getting hot flashes and  having high and low emotions and becoming quite snappy. since taking female hormone, I have felt myself become calmer I no longer have the hot flashes and I'm sleeping much better. I would highly recommend!",5/5,10/2/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Not impressed,"I had hormones imbalance, which has caused me insomnia, hair loss, hot flush.... I wanted to try this product with the hope it would help to resolve these issues. But unfortunately it has done me nothing special. I still have sleeping problems, hair is still falling, I still have hot flush.....I have learnt that taking this product for a long time would lead to damage liver. I am not impresses with this product therefore will not buy again.",5/1,10/3/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Noticeable difference!,"I have only been taking this for about a week but almost immediately felt a noticeable improvement with some hormonal symptoms that have been bothering me. I have been taking only 2 per day while the bottle recommends 2 capsules, 3 x per day and it it still very effective. Hoping it will help with cycle issues as I continue to take it. Will have to wait and see, but I plan to continue taking it indefinitely just for the benefits I've already experienced. Highly recommend.",5/5,10/4/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Ok,I don't find these very strong. I decided to try them after running out of my HARMONY hormone product. The Harmony brand is hella expensive. $120 a month for enough tablets to get through the month. Theyre amazing and work so good but geez who can afford to be healthy these days. The price point on this product is what made me try them. Sometimes you need to spend the extra money to get a product that works. For me this product wasnt it but its worth a try. It might work for you!!,5/3,10/5/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Hormone blend,I started taking this as I suffer with heavy periods and very painful. I have found it's reduced the pain and lightened my period. I did read it can cause infertility so not sure if it causes any other harm. I've actually stopped taking it as I don't know what the long term effects are and my period hasn't gone back to normal.,5/2,10/6/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Effective,"Helped with hormonal issues, hot flashes, irritability, etc., within a few days of taking. Will definitely continue to take. Only taking 2 a day (dosage is 2 capsules, 3 x per day). May increase to the recommended dose because I still have some issues but wanted to try less in order to save some money.",5/5,10/7/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,I wake up in the morning with pleasure,"First I studied the composition, it is super.  The first time I tried a small jar of female gormone, I didn't expect anything, but after the first week of taking the pills, my mood improved and I had more energy during the day, and my sleep improved, I began to fall asleep faster and sleep more soundly.  The second time I ordered a 3 month supply of SP-7C.",5/5,10/8/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Good job!,"I have tried numerous supplements for my full menopausal symptoms. Hot flashes, sweating throughout the day, irritation, headaches, sleepless nights, I have suffered from all! Some supplements make a difference, most do not, for me at least and I am stressing this! This one belongs to the first category, it helps me a lot. It has alleviated my symptoms to the point that there are days when I do not think of them, they do not exist! And that is a lot to say!",5/5,10/9/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Excellent!,"Solaray Female Hormone Blend SP-7C offers a natural way to support hormonal balance, which I find helpful for managing mood swings and other symptoms associated with hormonal fluctuations. I appreciate that it contains a blend of traditional herbs, like dong quai and black cohosh, which are well-regarded for their benefits in women's health. The 180 VegCaps provide a generous supply, making it convenient for long-term use. However, I remain cautious and consult with a healthcare professional to ensure it complements my specific health needs and doesn't interact with any other medications I might be taking.",5/5,10/10/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,H,"Since 1973, we've scoured the globe for the highest quality ingredients, connecting you with the most efficacious supplements that help you live brighter &amp; embrace the moments that matter most. Good size benefit not taste dosage good for all ladys uper hormons daily use safety dont have doctors healthy products in th",5/5,10/11/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Good,"Highly effective supplement! Noticed improvements quickly, easy to take, and the ingredients feel clean and high quality. Great value for the price—definitely recommend!",5/5,10/12/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb customer,,Highly recommend,"Got this for my daughter, a year after baby and her hormones all over the place it's really helped her…  calmed her hot flushes, sorting out painful periods, making her regular, feeling overall better ??",5/5,10/13/2024
"Solaray Female Hormone Blend SP-7C | Herbal Blend Includes Black Cohosh, Dong Quai, Passion Flower, Saw Palmetto, Wild Yam & More | 180 VegCaps",141950536,iHerb Customer,,Good,haven't received this yet but I've purchased before and know how they work. I love how they help balance my hormones while I transition through perimenopause,5/4,10/14/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,benjibunch,,Perfect For Making Iced Passion Tea,"I wanted to make iced passion tea without having to buy the expensive teabags from a coffee chain. I bought these tea bags, used 6 in a large 2 quart pitcher and it was exactly spot on!

So here's how to make it:
*Boil 4 cups of water, add 6 tea bags for 3 minutes EXACTLY, press bags &amp; promply remove.
*Pour into a large pitcher and add 4 cups cold water, approx. 3 tbs vanilla syrup or extract (more or less to taste).
*Add some ice and refrigerate until super cold. Viola!",5/5,10/15/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,MHW64,,"Fabulous tea, fabulous price!","I love this tea!!! It is really the only one I drink. It's an added bonus to buy Tazo at Walmart prices!The tea is not bitter, not sweet, but just right for me. Try it!",5/5,10/16/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Joyce,,Mmmmm,"Love love love this tea!!! Only tea I like. It's bursting with flavor, and they sell the same thing in my local coffee shops for 5 dollars a cup. Add a bit of lemonade for a real treat.",5/5,10/17/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,J,,Please restock,Please restock this Tazo Passion Tea again in your Walmart grocery store at my location,5/5,10/18/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,JCBM,,One of my favorites,"This is a very floral, intensive tea. I don't drink it with sugar and still - the flavor is so intensive I feel like drinking ""flowers"".
No matter if you turn it into a cup of hot tea or some ice tea, it's delicious.
One bag is good for 3-4 cups/glasses of tea or one bigger container (if you like to brew more at one time and keep it in the fridge as I do).",5/5,10/19/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Sandra,,Good,My favorite tea for bedtime. It really relax you. Pluse it taste good. Don't need sugar. Diabetic friendly.,5/5,10/20/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Scar,,Delicious and makes me so relaxed,"I made this tea before bedtime and added some saffron for the added health benefits, this tea made me fall asleep within 30 minutes which is crazy because I have insomnia. Highly recommended for other insomniacs out there!!!",5/5,10/21/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,alyssa,,"Tangy, fruity, pleasant","I wanted to try something different and this is a fun addition to my tea collection. It's a bit tangy and fruity with a floral hint too. It is very pleasant and I never sweeten tea, but do find a couple tsps of sugar make this a very nice warm or cold cup.",5/4,10/22/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Enk,,more filler than tea,"YOU WOULDN'T THINK THEY FIND  A FILLER FOR TEA BAGS ..only in America.... if tazo gets rid of the bath salts they add(citric acid)it would be a good tea. Other then that its not that good the salt added twangs the tea to just a sour dehydrated mess. usally hibiscus is a bitter sweet taste near rosery not in this though..  tasted like viks vapor rub. 

i did a test with bath salts (citric acid) often mistaken for citrUS acid.. 
Mildew generated x2 as fast with a steam cleaned area.. when steamed with citric acid.. But when i degreased my car.. it(citric acid) did break down l the grease on the engine block but left a ** plaque** residue days after where i cleaned with a citric acid infused steam cleaner... imagine all that plaque forming in you, after ingested all tht citric acid, bath salts....

Get rid of the bath salts filler and it would be a good tea!!!!",5/2,10/23/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,LondaB,,Surprised and concern,"I received the tea boxes torn up, just makes me feel a little concerned about what's going on with the product",5/1,10/24/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,shareesac,,,Sooo good and refreshing  I like to put a little honey and make iced tea with the passion tea,5/4,10/25/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,KansasMom2Two,,,I didn't like the flavor. Not what I expected for the way it was described on the product. I only tried it once and threw the rest away.,5/1,10/26/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,kasassy,,Passion is my Passion...,I love this tea!!!  Just wish it was still available in gallon-size. It was certainly more cost effective than having to tie 7 little tea bags together. I'll do what I have to do though to make my TAZO Passion Iced Tea :),5/5,10/27/2024
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Believe63,,I love this Tazo Passion Herbal Tea,"I purchased this tea on a whim, and have purchased several boxes since. The flavor is bright and since it has no caffeine, I can drink it day or night.",5/5,10/28/2024
